seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,envelope_cap_cm3,pair_feasible,hv,best_obj1,best_obj2
9,1,10,4.4,10.3918,0.402029,57.2598,0.733293,0.61461,185.824,20.23,0.995665,19.2344,84.6315,8.14407,3.27415,98.365,0.724509,0.185632,52.0038,6.21881,208.062,152.57,4.06,True,True,98.365,True,57.2968,0.733293,62.1862
9,1,11,3.11111,5,0.916667,68.465,0.928337,0.615885,186.209,20.23,0.462048,12.6238,39.2741,7.85481,7.20024,19.6624,0.98344,0.0412117,19.6808,15.1808,207.863,192.967,4.1,True,True,19.6624,True,61.9903,0.733293,19.6624
9,1,12,3.01292,6.28266,0.347735,53.2494,0.809394,0.61368,185.542,20.23,0.75879,21.4068,64.4971,10.2659,3.5698,92.8529,0.812475,0.168809,71.5961,8.03613,208.13,168.459,4.08,True,True,92.8529,True,62.1467,0.733293,19.6624
9,1,13,1.55297,7.21011,0.312144,40,0.656757,0.607528,183.682,20.23,0.796137,43.5756,67.6716,9.38566,2.92967,403.685,0.656822,0.221213,271.399,30.9972,208.657,137.037,4.06,False,True,403.685,False,62.1467,0.733293,19.6624
9,1,14,3.69348,8.39152,0.916667,61.0692,0.897344,0.615659,186.141,20.23,0.652889,15.0253,55.4955,6.61329,6.06218,39.3599,0.909728,0.0574663,17.5925,11.9395,208.004,186.652,4.08,True,True,39.3599,True,62.8542,0.733293,19.6624
9,1,15,2.70802,9.49554,0.414737,40,0.818928,0.611497,184.883,20.23,0.920224,28.8842,78.219,8.23745,3.41638,205.014,0.819592,0.18121,115.537,11.8415,208.277,170.564,4.08,True,True,205.014,True,62.8542,0.733293,19.6624
9,1,16,3.92591,8.44653,0.396687,40.9561,0.77789,0.614437,185.771,20.23,0.894638,19.3698,76.0442,9.00302,3.57138,89.6328,0.777267,0.165749,54.3893,6.76798,208.086,161.868,4.06,True,True,89.6328,True,63.2207,0.733293,19.6624
9,1,17,4.4,11.3633,0.916667,80,0.884038,0.615856,186.2,20.23,0.796635,15.3895,67.714,5.95901,5.46242,50.3824,0.87739,0.0625519,15.7508,8.66781,207.971,183.854,4.08,True,True,50.3824,True,63.3778,0.733293,19.6624
9,2,18,4.4,5,0.252258,40,0.766117,0.6147,185.851,20.23,0.711581,13.7464,60.4844,12.0969,3.05153,35.9066,0.762716,0.229523,49.9404,6.39622,208.061,159.399,4.06,True,True,35.9066,True,68.9318,0.733293,19.6624
9,2,19,4.4,5,0.683907,40,0.894865,0.615422,186.069,20.23,0.550283,10.6305,46.774,9.35481,6.39782,16.6058,0.922128,0.0552979,14.9093,11.4312,207.944,186.082,4.08,True,True,16.6058,True,69.9152,0.733293,16.6058
9,2,20,2.63212,5,0.273388,40,0.856804,0.611773,184.966,20.23,0.687798,22.2113,58.4628,11.6926,3.19661,90.6101,0.858337,0.215162,112.386,11.4176,208.252,178.431,4.06,True,True,90.6101,True,69.9152,0.733293,16.6058
9,2,21,2.51053,5,0.916667,40,0.864521,0.615205,186.004,20.23,0.448809,15.1955,38.1488,7.62976,6.99394,27.6732,0.900184,0.0455651,21.2751,21.3688,208.205,179.998,4.06,True,True,27.6732,True,70.165,0.733293,16.6058
9,2,22,3.82887,5,0.253913,40,0.784862,0.614096,185.668,20.23,0.707731,15.7115,60.1571,12.0314,3.05494,46.6519,0.788143,0.230838,64.3055,7.35611,208.1,163.33,4.08,True,True,46.6519,True,70.165,0.733293,16.6058
9,2,23,2.66218,5,0.688346,80,0.895193,0.615776,186.176,20.23,0.519286,16.5801,44.1393,8.82786,6.07662,38.1198,0.90002,0.0553678,19.1664,15.4548,207.995,186.196,4.08,True,True,38.1198,True,70.165,0.733293,16.6058
9,2,24,4.4,5,0.700043,80,0.925411,0.615872,186.205,20.23,0.543893,10.507,46.2309,9.24618,6.47272,16.034,0.937612,0.0477543,15.0655,8.50834,207.903,192.396,4.08,True,True,16.034,True,70.2298,0.733293,16.034
9,2,25,4.4,7.35468,0.298593,40,0.725977,0.614196,185.698,20.23,0.87105,16.8271,74.0392,10.067,3.00592,65.8613,0.72186,0.229923,59.9945,7.0537,208.095,151.072,4.06,True,True,65.8613,True,72.735,0.725977,16.034
9,2,26,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,True,10.9988,True,73.4856,0.725977,10.9988
9,3,27,4.00941,5,0.271154,80,0.793718,0.615349,186.047,20.23,0.696205,14.7596,59.1774,11.8355,3.20924,40.5003,0.783685,0.192231,43.1954,5.02762,207.988,165.084,4.08,True,True,40.5003,True,73.4856,0.725977,10.9988
9,3,28,3.73064,6.18703,0.290753,77.1612,0.758277,0.614756,185.868,20.23,0.781513,17.8062,66.4286,10.7368,3.12174,66.1682,0.752025,0.203229,58.4179,5.95742,208.036,157.749,4.08,True,True,66.1682,True,73.4856,0.725977,10.9988
9,3,29,4.13015,5,0.389128,80,0.874719,0.615888,186.21,20.23,0.653838,13.4562,55.5762,11.1152,4.32526,31.6144,0.867004,0.102957,20.5367,9.46131,207.932,181.882,4.08,True,True,31.6144,True,73.4856,0.725977,10.9988
9,3,30,3.91354,5.484,0.267033,65.7307,0.742244,0.614594,185.819,20.23,0.739961,16.0715,62.8967,11.4691,3.06263,51.0379,0.73672,0.21718,55.3928,6.26181,208.051,154.425,4.08,True,True,51.0379,True,73.8395,0.725977,10.9988
9,3,31,3.85472,5,0.916667,40,0.875838,0.615426,186.07,20.23,0.473419,10.4393,40.2406,8.04812,7.37744,13.7771,0.960005,0.0417173,18.3314,12.6495,208.007,182.181,4.06,True,True,13.7771,True,74.0965,0.725977,10.9988
9,3,32,3.90958,7.89166,0.32047,63.8286,0.710731,0.61417,185.691,20.23,0.888164,19.31,75.4939,9.56629,3.06571,88.4354,0.704784,0.212225,64.4802,6.9147,208.083,147.891,4.08,True,True,88.4354,True,76.7494,0.710731,10.9988
9,3,33,3.66808,5,0.271677,80,0.79107,0.615122,185.978,20.23,0.692506,16.0473,58.863,11.7726,3.19835,47.621,0.786181,0.195674,51.5087,5.43329,208.006,164.547,4.08,True,True,47.621,True,76.7494,0.710731,10.9988
9,3,34,4.19375,5,0.256661,60.1851,0.749902,0.614759,185.869,20.23,0.706174,14.3129,60.0248,12.005,3.0812,38.6311,0.742176,0.217596,47.2527,5.88521,208.037,156.007,4.06,True,True,38.6311,True,76.9506,0.710731,10.9988
9,3,35,4.29367,5,0.378464,40,0.842425,0.615442,186.075,20.23,0.663614,13.1373,56.4072,11.2814,4.26962,30.5841,0.837728,0.119399,24.9449,9.12078,207.993,175.219,4.08,True,True,30.5841,True,77.0682,0.710731,10.9988
9,4,36,4.11417,7.01047,0.29501,55.4075,0.711388,0.614142,185.682,20.23,0.845366,17.4655,71.8561,10.2498,3.02381,68.8613,0.705113,0.222714,60.0055,6.85787,208.083,148.028,4.06,True,True,68.8613,True,77.3538,0.710731,10.9988
9,4,37,4.4,5,0.320405,49.7174,0.807181,0.615269,186.023,20.23,0.685847,13.2493,58.297,11.6594,3.73573,32.1501,0.796852,0.151854,30.6126,5.73959,207.998,167.892,4.08,True,True,32.1501,True,77.4862,0.710731,10.9988
9,4,38,4.10857,5.99421,0.272291,56.5407,0.72345,0.614309,185.733,20.23,0.781297,16.1638,66.4103,11.0791,3.01673,54.5097,0.716411,0.225774,56.4953,6.59043,208.07,150.528,4.06,True,True,54.5097,True,77.7071,0.710731,10.9988
9,4,39,4.10534,7.81484,0.311862,55.2401,0.701799,0.614012,185.643,20.23,0.890403,18.4356,75.6843,9.68468,3.02028,80.8106,0.695644,0.22161,62.8726,7.06495,208.092,146.039,4.06,True,True,80.8106,True,79.3345,0.701799,10.9988
9,4,40,4.4,7.96105,0.916667,40,0.889941,0.615281,186.027,20.23,0.643194,12.4253,54.6715,6.86738,6.2951,26.5172,0.910474,0.0568617,16.891,11.564,207.954,185.067,4.08,True,True,26.5172,True,79.3345,0.701799,10.9988
9,4,41,3.44617,5,0.916667,40,0.853449,0.615457,186.08,20.23,0.467642,11.5344,39.7496,7.94991,7.28742,16.614,0.926906,0.041304,19.0259,14.4015,208.027,177.54,4.06,True,True,16.614,True,79.6144,0.701799,10.9988
9,4,42,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,True,10.9945,True,79.6148,0.701799,10.9945
9,4,43,4.14893,5.25243,0.255409,56.3746,0.734363,0.614466,185.78,20.23,0.728484,14.9246,61.9212,11.789,3.01103,43.3306,0.727113,0.228713,52.7073,6.32993,208.058,152.79,4.06,True,True,43.3306,True,79.7619,0.701799,10.9945
9,4,44,4.1219,6.55245,0.285567,56.1582,0.717206,0.614246,185.714,20.23,0.817363,16.8553,69.4758,10.603,3.02787,62.0091,0.709606,0.222901,57.8951,6.69421,208.075,149.233,4.06,True,True,62.0091,True,79.8047,0.701799,10.9945
