strategy,seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,ok,pair_feasible,hv,best_obj1,best_obj2
heuristic,7,1,10,4.4,7.62952,0.916667,40,0.8931,0.615304,186.033,20.23,0.626524,12.1033,53.2545,6.98006,6.39839,24.5083,0.916694,0.0552449,17.0095,11.8304,207.95,185.72,4.08,True,True,True,54.8503,0.772433,24.5083
heuristic,7,1,11,4.4,7.62952,0.916667,54,0.902657,0.615603,186.124,20.23,0.626615,12.1051,53.2623,6.98108,6.39933,24.5191,0.918203,0.0532138,17.0129,10.5967,207.945,187.703,4.08,True,True,True,54.8503,0.772433,24.5083
heuristic,7,1,12,3.385,7.62952,0.916667,40,0.866206,0.615053,185.958,20.23,0.609673,15.3094,51.8222,6.79233,6.22631,38.1576,0.89898,0.0573336,18.2551,12.3163,208.039,180.204,4.08,True,True,True,54.8503,0.772433,24.5083
heuristic,7,1,13,4.4,7.62952,0.916667,54,0.902657,0.615603,186.124,20.23,0.626615,12.1051,53.2623,6.98108,6.39933,24.5191,0.918203,0.0532138,17.0129,10.5967,207.945,187.703,4.08,True,True,True,54.8503,0.772433,24.5083
heuristic,7,1,14,4.4,7.62952,0.683333,40,0.860734,0.615388,186.059,20.23,0.715187,13.8161,60.7909,7.96786,5.4447,36.4553,0.865353,0.0738983,17.1056,9.38908,207.987,179.022,4.08,True,True,True,54.8843,0.772433,24.5083
heuristic,7,1,15,2.85701,9.04043,0.435617,50.1948,0.802131,0.612912,185.31,20.23,0.887835,26.4143,75.466,8.34761,3.63636,165.417,0.805722,0.160694,86.7503,9.38289,208.193,166.998,4.08,True,True,True,54.8843,0.772433,24.5083
heuristic,7,1,16,2.85701,9.04043,0.435617,64.1948,0.787163,0.613612,185.522,20.23,0.884256,26.3078,75.1617,8.31395,3.6217,163.424,0.794246,0.158565,83.832,8.32032,208.147,163.846,4.08,True,True,True,54.9988,0.772433,24.5083
heuristic,7,1,17,3.87201,9.04043,0.435617,64.1948,0.775425,0.615022,185.948,20.23,0.905549,19.879,76.9716,8.51416,3.70891,95.5584,0.769231,0.146148,46.9424,5.6845,208.034,161.314,4.06,True,True,True,57.0218,0.772433,24.5083
heuristic,7,2,18,3.87201,5,0.435617,64.1948,0.8654,0.615657,186.14,20.23,0.635023,13.9403,53.9769,10.7954,4.70265,32.9535,0.862952,0.0924998,21.216,9.50023,207.979,179.985,4.08,True,True,True,57.1158,0.772433,24.5083
heuristic,7,2,19,3.87201,5,0.66895,64.1948,0.913879,0.615733,186.163,20.23,0.548787,12.0472,46.6469,9.32938,6.24089,21.2689,0.93202,0.054175,15.1978,11.1143,207.947,190.038,4.08,True,True,True,57.5202,0.772433,21.2689
heuristic,7,2,20,4.4,5,0.435617,64.1948,0.866782,0.615698,186.153,20.23,0.640286,12.3692,54.4243,10.8849,4.74163,26.1591,0.861765,0.0892139,17.2823,8.4885,207.966,180.261,4.08,True,True,True,57.6933,0.772433,21.2689
heuristic,7,2,21,4.4,5,0.66895,64.1948,0.912194,0.61575,186.168,20.23,0.55484,10.7185,47.1614,9.43228,6.30973,17.0218,0.924352,0.0528368,14.6728,10.0811,207.93,189.673,4.08,True,True,True,58.236,0.772433,17.0218
heuristic,7,2,22,4.4,5,0.25,64.1948,0.75711,0.61492,185.917,20.23,0.709153,13.6995,60.278,12.0556,3.0139,35.5403,0.746974,0.224149,44.443,5.61849,208.027,157.499,4.06,True,True,True,66.7015,0.75711,17.0218
heuristic,7,2,23,4.4,5,0.25,78.1948,0.781253,0.615258,186.02,20.23,0.706899,13.656,60.0864,12.0173,3.00432,35.2024,0.770037,0.217685,41.9208,5.10098,208,162.501,4.06,True,True,True,66.7299,0.75711,17.0218
heuristic,7,2,24,4.4,5,0.25,50.1948,0.745912,0.614653,185.837,20.23,0.711149,13.7381,60.4477,12.0895,3.02238,35.8412,0.740007,0.229777,47.8321,6.06838,208.049,155.187,4.06,True,True,True,69.2674,0.745912,17.0218
heuristic,7,2,25,4.4,5,0.483333,50.1948,0.864432,0.615519,186.098,20.23,0.622932,12.0339,52.9492,10.5898,5.11843,24.0893,0.865936,0.0810805,15.9435,8.83756,207.976,179.781,4.08,True,True,True,69.3521,0.745912,17.0218
heuristic,7,2,26,4.4,5,0.25,64.1948,0.75711,0.61492,185.917,20.23,0.709153,13.6995,60.278,12.0556,3.0139,35.5403,0.746974,0.224149,44.443,5.61849,208.027,157.499,4.06,True,True,True,69.3521,0.745912,17.0218
heuristic,7,3,27,4.4,5,0.25,40,0.763605,0.614665,185.84,20.23,0.712361,13.7615,60.5507,12.1101,3.02753,36.0248,0.760294,0.233078,50.7547,6.44231,208.063,158.878,4.06,True,True,True,69.3521,0.745912,17.0218
heuristic,7,3,28,3.8925,5,0.25,50.1948,0.756562,0.614124,185.677,20.23,0.708025,15.461,60.1821,12.0364,3.00911,45.1955,0.758743,0.233149,60.3419,6.95787,208.083,157.428,4.08,True,True,True,69.3521,0.745912,17.0218
heuristic,7,3,29,4.4,5,0.366667,50.1948,0.82994,0.615409,186.065,20.23,0.668172,12.9079,56.7946,11.3589,4.16494,29.728,0.824416,0.121679,24.1528,7.39516,207.984,172.614,4.08,True,True,True,69.5409,0.745912,17.0218
heuristic,7,3,30,2.1244,7.13616,0.65836,41.7577,0.879945,0.613706,185.55,20.23,0.644564,25.7899,54.788,7.67751,5.05456,114.481,0.883521,0.0900203,55.7286,20.8588,208.299,183.292,4.06,True,True,True,69.5409,0.745912,17.0218
heuristic,7,3,31,3.1394,7.13616,0.65836,41.7577,0.849277,0.615114,185.976,20.23,0.676158,18.3072,57.4735,8.05384,5.30232,60.5146,0.856035,0.0791952,26.6747,13.513,208.095,176.73,4.08,True,True,True,69.5409,0.745912,17.0218
heuristic,7,3,32,3.1394,11.8028,0.65836,41.7577,0.821746,0.614213,185.704,20.23,0.911238,24.672,77.4552,6.56243,4.32044,148.119,0.828017,0.116071,54.8735,7.42077,208.14,171.038,4.06,True,True,True,69.5409,0.745912,17.0218
heuristic,7,3,33,3.1394,5,0.65836,41.7577,0.858093,0.615101,185.972,20.23,0.542022,14.6754,46.0719,9.21438,6.06637,31.1721,0.881557,0.0602553,16.2803,14.4985,208.06,178.535,4.08,True,True,True,69.5409,0.745912,17.0218
heuristic,7,3,34,3.1394,5,0.891693,41.7577,0.842154,0.615426,186.07,20.23,0.46929,12.7062,39.8896,7.97793,7.11386,20.232,0.890442,0.0424018,19.3851,15.9334,208.041,175.202,4.06,True,True,True,69.9367,0.745912,17.0218
heuristic,7,3,35,3.1394,5,0.891693,55.7577,0.899353,0.615532,186.102,20.23,0.469375,12.7085,39.8969,7.97938,7.11516,20.243,0.952311,0.0426662,19.4102,14.9926,207.947,187.017,4.08,True,True,True,69.9367,0.745912,17.0218
heuristic,7,4,36,3.1394,5,0.891693,40,0.835177,0.615469,186.083,20.23,0.469263,12.7054,39.8873,7.97747,7.11345,20.2285,0.882793,0.0422898,19.3734,16.1849,208.053,173.761,4.06,True,True,True,70.0032,0.745912,17.0218
heuristic,7,4,37,3.1394,5,0.891693,54,0.892834,0.615556,186.11,20.23,0.469377,12.7085,39.8971,7.97941,7.11519,20.2433,0.945327,0.0426953,19.4482,15.032,207.958,185.672,4.08,True,True,True,70.0032,0.745912,17.0218
heuristic,7,4,38,3.1394,9.66667,0.891693,40,0.846632,0.61505,185.957,20.23,0.708281,19.1769,60.2039,6.22799,5.55346,69.5556,0.85874,0.0721647,25.2335,13.2119,208.109,176.191,4.08,True,True,True,70.0032,0.745912,17.0218
heuristic,7,4,39,3.1394,5,0.916667,40,0.83127,0.615496,186.092,20.23,0.462488,12.522,39.3115,7.8623,7.2071,19.3649,0.882043,0.041053,19.6241,16.1138,208.058,172.952,4.06,True,True,True,70.1102,0.745912,17.0218
heuristic,7,4,40,4.1544,5,0.916667,40,0.887677,0.615426,186.07,20.23,0.477033,9.76022,40.5478,8.10956,7.43376,12.1349,0.966722,0.0419858,18.0057,11.9655,208.001,184.637,4.06,True,True,True,70.9058,0.745912,12.1349
heuristic,7,4,41,2.1244,5,0.916667,40,0.962822,0.614983,185.936,20.23,0.437357,17.4993,37.1754,7.43507,6.81548,35.7639,1.028,0.0534676,26.9985,26.7618,208.37,200.623,4.06,True,True,True,70.9058,0.745912,12.1349
heuristic,7,4,42,4.1544,5,0.916667,40,0.887677,0.615426,186.07,20.23,0.477033,9.76022,40.5478,8.10956,7.43376,12.1349,0.966722,0.0419858,18.0057,11.9655,208.001,184.637,4.06,True,True,True,70.9058,0.745912,12.1349
heuristic,7,4,43,2.1244,5,0.916667,40,0.962822,0.614983,185.936,20.23,0.437357,17.4993,37.1754,7.43507,6.81548,35.7639,1.028,0.0534676,26.9985,26.7618,208.37,200.623,4.06,True,True,True,70.9058,0.745912,12.1349
heuristic,7,4,44,3.1394,5,0.916667,54,0.891219,0.61558,186.117,20.23,0.462642,12.5262,39.3246,7.86491,7.2095,19.3843,0.947202,0.0414982,19.6406,15.2141,207.953,185.332,4.08,True,True,True,70.9058,0.745912,12.1349
