strategy,seed,round,trial,x1,x2,branin,rejected_before,feasible,hv,best_branin
sobol,0,0,0,7.758782,13.97049,168.22042,0,True,150.04486,168.22042
sobol,0,0,1,1.7734743,2.5040543,9.2328818,0,True,309.0324,9.2328818
sobol,0,0,2,-1.2689604,8.8746791,13.273123,0,True,309.0324,9.2328818
sobol,0,0,3,3.7623011,4.9009192,11.553901,0,True,309.0324,9.2328818
sobol,0,0,4,4.9553219,10.670841,100.39416,0,True,309.0324,9.2328818
sobol,0,0,5,-4.779975,6.7272916,107.3148,0,True,309.0324,9.2328818
sobol,0,0,6,-0.31486912,12.130177,50.672194,0,True,309.0324,9.2328818
sobol,0,0,7,8.4664031,0.69395228,5.6711387,0,True,312.59414,5.6711387
sobol,0,0,8,9.8132739,7.6473859,24.395836,0,True,312.59414,5.6711387
sobol,0,1,9,0.095385956,4.1202321,22.54836,0,True,312.59414,5.6711387
sobol,0,1,10,-3.4319312,14.742709,3.8940763,0,True,314.3712,3.8940763
sobol,0,1,11,5.3648617,3.7082305,22.223355,0,True,314.3712,3.8940763
sobol,0,1,12,3.2343972,12.828467,113.32407,0,True,314.3712,3.8940763
sobol,0,1,13,-2.7334728,1.7656057,92.390966,0,True,314.3712,3.8940763
sobol,0,1,14,1.2462857,9.603994,42.079914,0,True,314.3712,3.8940763
sobol,0,1,15,6.2930965,6.0484571,44.085621,0,True,314.3712,3.8940763
sobol,0,1,16,6.9396854,9.9711617,94.950915,0,True,314.3712,3.8940763
sobol,0,1,17,0.73565259,6.5036293,19.693501,0,True,314.3712,3.8940763
sobol,0,2,18,-2.3139347,12.375351,7.5068607,0,True,314.3712,3.8940763
sobol,0,2,19,2.9654634,1.4004944,1.578429,0,True,316.68685,1.578429
sobol,0,2,20,5.9931436,14.20148,190.80699,0,True,316.68685,1.578429
sobol,0,2,21,-3.9608784,3.196413,127.41551,0,True,316.68685,1.578429
sobol,0,2,22,0.48196866,8.1608163,26.906014,0,True,316.68685,1.578429
sobol,0,2,23,9.5113775,4.6630734,4.9031033,0,True,316.68685,1.578429
sobol,0,2,24,8.9843641,11.645818,91.892396,0,True,316.68685,1.578429
sobol,0,2,25,-0.98343436,0.1215886,72.603907,0,True,316.68685,1.578429
sobol,0,2,26,-4.4890648,11.241141,28.183879,0,True,316.68685,1.578429
sobol,0,3,27,4.5284559,7.2095871,41.509848,0,True,316.68685,1.578429
sobol,0,3,28,4.3132175,9.2987309,66.487259,0,True,316.68685,1.578429
sobol,0,3,29,-1.904563,5.2955601,24.529983,0,True,316.68685,1.578429
sobol,0,3,30,2.0826915,13.574258,111.97684,0,True,316.68685,1.578429
sobol,0,3,31,7.3502301,2.0784112,15.270859,0,True,316.68685,1.578429
sobol,0,3,32,7.5145063,8.6714552,67.020163,0,True,316.68685,1.578429
sobol,0,3,33,2.482273,5.1077943,7.5291318,0,True,316.68685,1.578429
sobol,0,3,34,-1.9809562,13.763633,23.013085,0,True,316.68685,1.578429
sobol,0,3,35,4.0015485,2.7072961,4.7497668,0,True,316.68685,1.578429
sobol,0,4,36,4.714712,11.926968,121.5166,0,True,316.68685,1.578429
sobol,0,4,37,-4.0675321,0.9008417,192.19711,0,True,316.68685,1.578429
sobol,0,4,38,-1.0231993,10.463941,22.290407,0,True,316.68685,1.578429
sobol,0,4,39,8.7092947,6.9304904,27.681444,0,True,316.68685,1.578429
sobol,0,4,40,9.1200352,14.94595,162.53722,0,True,316.68685,1.578429
sobol,0,4,41,0.32410152,3.5013731,23.087706,0,True,316.68685,1.578429
sobol,0,4,42,-3.6574496,7.8542612,34.078651,0,True,316.68685,1.578429
sobol,0,4,43,6.0631286,3.9170084,27.310315,0,True,316.68685,1.578429
sobol,0,4,44,2.5375215,9.8071927,51.292844,0,True,316.68685,1.578429
