strategy,seed,round,trial,x1,x2,branin,currin,disk_slack,feasible,hv,best_branin,best_currin
botorch,4,0,0,0.8127256,0.41566682,40.907406,7.3025292,0.095090611,True,892.20869,40.907406,7.3025292
botorch,4,0,1,0.17372224,0.87445815,9.5415102,5.9108652,-0.046676081,False,892.20869,40.907406,7.3025292
botorch,4,0,2,0.45120305,0.18253359,8.8439681,11.285187,0.096833935,True,974.54978,8.8439681,7.3025292
botorch,4,0,3,0.56234442,0.60571075,50.208146,6.3707282,0.18493841,True,1092.7946,8.8439681,6.3707282
botorch,4,0,4,0.73133688,0.10977418,19.431036,10.529014,-0.0057929438,False,1092.7946,8.8439681,6.3707282
botorch,4,0,5,0.27855123,0.66283324,23.028057,7.1669034,0.12444578,True,1167.6883,8.8439681,6.3707282
botorch,4,0,6,0.096498887,0.34682514,66.515736,8.5555904,0.013724315,True,1167.6883,8.8439681,6.3707282
botorch,4,0,7,0.89361383,0.92768581,153.00555,4.2895268,-0.137847,False,1167.6883,8.8439681,6.3707282
botorch,4,0,8,0.97804041,0.21138609,0.91756279,9.2400174,-0.11182062,False,1167.6883,8.8439681,6.3707282
botorch,4,1,9,0.22846108,0.79070354,19.202823,6.4609351,0.041758068,True,1205.3304,8.8439681,6.3707282
botorch,4,1,10,0.35335286,0.76521255,54.509141,6.1854925,0.10815692,True,1228.04,8.8439681,6.1854925
botorch,4,1,11,0.075799189,0.74746037,10.99298,4.8416301,-0.041182961,False,1228.04,8.8439681,6.1854925
botorch,4,1,12,0.46904604,0.37807119,11.338694,8.751959,0.18417522,True,1247.9616,8.8439681,6.1854925
botorch,4,1,13,1,0.39714533,10.670577,7.2891023,-0.060579082,False,1247.9616,8.8439681,6.1854925
botorch,4,1,14,0.40273175,0.81369042,74.484035,5.7192785,0.092137208,True,1295.8061,8.8439681,5.7192785
botorch,4,1,15,0,1,17.5083,1.180408,-0.3,False,1295.8061,8.8439681,5.7192785
botorch,4,1,16,0.24955269,0,80.27445,13.710677,-0.11272385,False,1295.8061,8.8439681,5.7192785
botorch,4,1,17,0.30384559,0.82599014,50.720538,6.0536146,0.055253875,True,1299.6417,8.8439681,5.7192785
botorch,4,2,18,0.13663743,0.74338759,1.0210376,6.2904726,0.0087301227,True,1395.9491,1.0210376,5.7192785
botorch,4,2,19,0.06743327,0.63360782,27.639366,5.0871102,-0.0049650249,False,1395.9491,1.0210376,5.7192785
botorch,4,2,20,0.043740003,0.60886926,45.206467,4.115451,-0.020025701,False,1395.9491,1.0210376,5.7192785
botorch,4,2,21,0.55113473,0.24588333,2.7505031,9.907009,0.13280996,True,1395.9491,1.0210376,5.7192785
botorch,4,2,22,0.1373921,0.75730199,0.78254445,6.219282,0.0023111924,True,1401.3079,0.78254445,5.7192785
botorch,4,2,23,0.094468832,0.67701009,11.594904,5.7934502,0.0042118996,True,1424.1513,0.78254445,5.7192785
botorch,4,2,24,0.15091659,0.76022633,1.1825779,6.3629073,0.010423029,True,1424.1513,0.78254445,5.7192785
botorch,4,2,25,0.082020991,0.67156984,16.382137,5.4310195,-0.0041426603,False,1424.1513,0.78254445,5.7192785
botorch,4,2,26,0.39399393,0.35662531,16.370858,9.4488366,0.16820641,True,1424.1513,0.78254445,5.7192785
botorch,4,3,27,0.068900944,0.60847742,30.712841,5.2844222,0.0023862547,True,1491.0584,0.78254445,5.2844222
botorch,4,3,28,0.10938691,0.71403137,5.0074912,5.965997,0.0016119819,True,1492.7269,0.78254445,5.2844222
botorch,4,3,29,0.081236542,0.65011392,19.221692,5.522863,0.0021029788,True,1495.8363,0.78254445,5.2844222
botorch,4,3,30,0.9281409,0.59413805,48.213209,5.8317078,0.0078333953,True,1495.8363,0.78254445,5.2844222
botorch,4,3,31,0.061382814,0.5831102,39.073993,5.0969183,0.00070765902,True,1521.7181,0.78254445,5.0969183
botorch,4,3,32,0.093562535,0.68298408,11.299561,5.7326976,0.0013254152,True,1522.2503,0.78254445,5.0969183
botorch,4,3,33,0.073813328,0.62500368,25.813122,5.3896215,0.0027390016,True,1522.9032,0.78254445,5.0969183
botorch,4,3,34,0.065291418,0.59805779,34.306522,5.1887736,0.001413118,True,1523.3592,0.78254445,5.0969183
botorch,4,3,35,0.92425565,0.62066348,54.685509,5.6725195,0.0054474679,True,1523.3592,0.78254445,5.0969183
botorch,4,4,36,0.086819443,0.6692163,14.899931,5.6031517,0.00064767106,True,1523.9191,0.78254445,5.0969183
botorch,4,4,37,0.074784083,0.63690065,23.698663,5.3606038,0.00044963602,True,1524.4043,0.78254445,5.0969183
botorch,4,4,38,0.10084534,0.69998444,7.8385243,5.8375533,0.00068177746,True,1524.8489,0.78254445,5.0969183
botorch,4,4,39,0.069602847,0.61951417,28.661152,5.2520665,0.00047465463,True,1525.1878,0.78254445,5.0969183
botorch,4,4,40,0.078611552,0.64802849,20.562099,5.4409936,0.00051934156,True,1525.4446,0.78254445,5.0969183
botorch,4,4,41,0.082607272,0.65936201,17.566655,5.5184136,0.00038706114,True,1525.5908,0.78254445,5.0969183
botorch,4,4,42,0.07213273,0.62804059,26.172114,5.3067075,0.00053520727,True,1525.725,0.78254445,5.0969183
botorch,4,4,43,0.12010917,0.73422644,2.3690217,6.0730261,0.00082093342,True,1526.1109,0.78254445,5.0969183
botorch,4,4,44,0.065458706,0.60397669,33.244724,5.1633523,0.00036271206,True,1526.3263,0.78254445,5.0969183
