seed,round,trial,H_over_R,H_over_strut_d,cable_over_strut_d,twist_deg,t180,e_rebound,e_reb_mJ,mass_g,print_scale,R_print_mm,H_print_mm,strut_d_print_mm,cable_d_print_mm,envelope_cm3,t1000,peak_tendon_strain,peak_tendon_energy_mJ,stroke_mm,in_180_g,out_180_g,pulse_ms,feasible,hv,best_t180,best_e_reb_mJ,best_peak_tendon_strain
1,1,10,3.62602,14.2476,0.681209,76.725,0.809203,0.615386,186.058,20.23,1.00965,23.6679,85.8205,6.02351,4.10327,151.029,0.801768,0.115278,44.7351,4.95292,208.005,168.318,4.08,True,0.0236586,0.774392,185.101,0.0453797
1,1,11,1.5,5,0.916667,80,0.933101,0.616052,186.26,20.23,0.40948,23.2039,34.8058,6.96117,6.38107,58.874,0.975172,0.0598142,47.0953,27.0069,208.286,194.352,4.06,True,0.0236586,0.774392,185.101,0.0453797
1,1,12,3.28039,18.3333,0.682091,80,0.754084,0.613961,185.627,20.23,1.117,28.9432,94.9448,5.1788,3.53242,249.869,0.751926,0.154491,77.6504,6.69685,208.08,156.91,4.08,True,0.0262955,0.754084,185.101,0.0453797
1,1,13,4.4,5,0.916667,80,0.93879,0.615893,186.212,20.23,0.479614,9.26527,40.7672,8.15344,7.47398,10.9945,0.98859,0.0382891,17.7726,8.25269,207.838,195.116,4.08,True,0.0262955,0.754084,185.101,0.0382891
1,1,14,2.0824,5,0.777066,80,0.887752,0.616368,186.355,20.23,0.473666,19.3343,40.2616,8.05232,6.25718,47.282,0.905117,0.0547561,28.2247,21.1798,208.094,184.736,4.08,True,0.0262955,0.754084,185.101,0.0382891
1,1,15,4.4,5,0.83028,40,0.899345,0.615476,186.085,20.23,0.504041,9.73715,42.8435,8.56869,7.11441,12.7614,0.95333,0.0457986,16.9213,11.4379,207.963,187.031,4.08,True,0.0262955,0.754084,185.101,0.0382891
1,1,16,4.4,18.3333,0.916667,80,0.839715,0.615646,186.137,20.23,1.04391,20.1664,88.732,4.83992,4.4366,113.366,0.830233,0.0937401,27.6732,6.90457,207.963,174.63,4.08,True,0.0262955,0.754084,185.101,0.0382891
1,1,17,4.4,14.5407,0.916667,80,0.864268,0.615811,186.187,20.23,0.91851,17.7439,78.0734,5.36929,4.92185,77.2241,0.855772,0.0760891,20.2745,8.08696,207.964,179.736,4.08,True,0.0262955,0.754084,185.101,0.0382891
1,2,18,3.42166,14.4688,0.589783,64.8803,0.74726,0.614269,185.721,20.23,1.05492,26.206,89.668,6.19733,3.65508,193.459,0.74506,0.149414,68.3837,7.03013,208.098,155.503,4.08,True,0.0273192,0.74726,185.101,0.0382891
1,2,19,4.4,16.0883,0.916667,40,0.809981,0.61526,186.02,20.23,0.972871,18.7941,82.694,5.14002,4.71169,91.7628,0.804161,0.0951477,29.0095,8.41499,208.034,168.504,4.08,True,0.0278043,0.74726,185.101,0.0382891
1,2,20,4.4,5,0.916667,40,0.894333,0.61545,186.078,20.23,0.479676,9.26646,40.7724,8.15449,7.47495,10.9988,0.965704,0.0422252,17.7532,11.4928,207.997,186.019,4.08,True,0.0278043,0.74726,185.101,0.0382891
1,2,21,1.5,5,0.916667,40,1.00395,0.613679,185.542,20.23,0.410244,23.2471,34.8707,6.97414,6.39297,59.2039,1.06846,0.0640134,61.2006,36.4993,208.639,209.464,4.04,True,0.0278043,0.74726,185.101,0.0382891
1,2,22,4.4,18.3333,0.916667,40,0.79092,0.61515,185.987,20.23,1.0449,20.1856,88.8168,4.84455,4.44084,113.692,0.782329,0.105997,34.1444,6.97728,208.047,164.549,4.06,True,0.0281919,0.74726,185.101,0.0382891
1,2,23,3.55169,15.1004,0.580229,62.6478,0.726932,0.614112,185.673,20.23,1.08269,25.9112,92.0285,6.09445,3.53618,194.109,0.723641,0.158806,69.8583,7.23617,208.105,151.278,4.08,True,0.0307438,0.726932,185.101,0.0382891
1,2,24,3.3165,13.9402,0.598202,80,0.788368,0.614715,185.855,20.23,1.02803,26.3478,87.3824,6.26836,3.74975,190.574,0.785209,0.138922,63.4703,5.84118,208.04,164.012,4.08,True,0.0307438,0.726932,185.101,0.0382891
1,2,25,1.5,5,0.730149,40,0.928431,0.612881,185.301,20.23,0.46355,26.2678,39.4018,7.88035,5.75383,85.411,0.948302,0.0728062,74.534,32.8242,208.546,193.621,4.04,True,0.0307438,0.726932,185.101,0.0382891
1,2,26,4.4,12.546,0.916667,40,0.84167,0.615375,186.055,20.23,0.844695,16.318,71.799,5.72286,5.24596,60.0621,0.842183,0.0784445,21.4696,9.74742,208.012,175.077,4.08,True,0.0307438,0.726932,185.101,0.0382891
1,3,27,3.09905,5,0.916667,40,0.828355,0.615494,186.091,20.23,0.461748,12.6647,39.2486,7.84971,7.19557,19.7771,0.875427,0.0410228,19.6643,16.4076,208.063,172.35,4.06,True,0.0313081,0.726932,185.101,0.0382891
1,3,28,4.4,17.2571,0.731573,40,0.760706,0.614884,185.907,20.23,1.09811,21.2136,93.3397,5.40876,3.9569,131.96,0.752707,0.131952,43.7339,6.25049,208.067,158.278,4.06,True,0.0315471,0.726932,185.101,0.0382891
1,3,29,3.59542,18.3333,0.916667,40,0.796644,0.614589,185.817,20.23,1.02627,24.2622,87.2329,4.75816,4.36165,161.322,0.797558,0.111767,47.7628,6.76266,208.108,165.788,4.06,True,0.0315471,0.726932,185.101,0.0382891
1,3,30,4.4,5,0.445547,40,0.855812,0.615467,186.083,20.23,0.638135,12.3276,54.2414,10.8483,4.83343,25.8963,0.851047,0.0933744,18.2691,9.57845,207.979,177.991,4.08,True,0.0315471,0.726932,185.101,0.0382891
1,3,31,2.94917,5,0.916667,80,0.914853,0.615817,186.189,20.23,0.458675,13.2198,38.9874,7.79748,7.14769,21.4054,0.951265,0.0407294,20.0185,12.5765,207.814,190.119,4.1,True,0.0315471,0.726932,185.101,0.0382891
1,3,32,4.22637,17.6422,0.675283,40,0.73822,0.614437,185.771,20.23,1.12847,22.6955,95.9199,5.43696,3.67148,155.217,0.73394,0.152196,54.7969,6.81944,208.096,153.621,4.06,True,0.0316069,0.726932,185.101,0.0382891
1,3,33,3.27611,5,0.880167,80,0.924864,0.61581,186.187,20.23,0.474543,12.3122,40.3362,8.06723,7.10051,19.2095,0.969053,0.0408954,18.9301,11.0741,207.818,192.203,4.1,True,0.0316069,0.726932,185.101,0.0382891
1,3,34,4.4,16.4414,0.789133,40,0.783489,0.615096,185.971,20.23,1.04997,20.2835,89.2472,5.42819,4.28356,115.353,0.772831,0.113677,36.5095,6.31003,208.051,163.005,4.06,True,0.0317044,0.726932,185.101,0.0382891
1,3,35,3.48473,13.9779,0.916667,40,0.826897,0.615012,185.945,20.23,0.878976,21.4401,74.713,5.34506,4.89964,107.894,0.821612,0.090756,34.5654,10.5585,208.09,172.069,4.06,True,0.0317108,0.726932,185.101,0.0382891
